# dilution
5	2253.57
10	2253.57
25	2253.68
50	2253.68
100	2253.72
	
	DCM
	v2
5	2254.13
10	2254.37
25	2254.62
50	2254.5
100	2254.86
200	2254.9
1000	2254.82
	
	DMSO
	v2
5	2250.06
10	2249.56
25	2249.06
50	2249.05
250	2248.79
	
	CDCl3
	v2
10	2255.55
100	2255.76
500	2255.46
1000	2255.65
